Date,Open,High,Low,Close,Volume,EMA-12,EMA-26,MACD,Signal
2021-07-16,190.2157,191.4802,180.6452,181.5248,68822400,195.3278,190.2189,5.1089,8.2366
2021-07-19,179.0685,190.3307,178.5712,187.7094,74906000,194.1558,190.0330,4.1228,7.4139
2021-07-20,187.2122,188.2916,181.5548,186.0327,43468700,192.9061,189.7367,3.1694,6.5650
2021-07-21,188.7314,195.1784,187.3321,194.0090,37101700,193.0757,190.0532,3.0226,5.8565
2021-07-22,196.3279,198.7767,192.6696,195.8481,32382600,193.5023,190.4824,3.0199,5.2892
2021-07-23,196.4678,196.9076,192.4097,195.4883,19567200,193.8078,190.8532,2.9546,4.8223
2021-07-26,193.0194,194.3288,189.0513,192.8495,20394300,193.6604,191.0011,2.6593,4.3897
2021-07-27,192.5596,196.1280,187.3221,191.9899,24886300,193.4034,191.0743,2.3290,3.9775
2021-07-28,193.0994,196.3678,189.8609,194.9385,20219100,193.6396,191.3606,2.2790,3.6378
2021-07-29,195.0985,198.4369,193.1894,196.5278,19078100,194.0839,191.7433,2.3406,3.3784
2021-07-30,194.0889,196.2079,192.5397,194.8986,18349700,194.2092,191.9770,2.2322,3.1491
2021-08-02,196.9076,199.5164,193.5192,197.4074,21744400,194.7013,192.3793,2.3220,2.9837
2021-08-03,197.3074,202.1252,192.1098,198.0571,30181100,195.2175,192.7999,2.4177,2.8705
2021-08-04,199.8062,203.0847,198.1870,202.6449,23130900,196.3602,193.5291,2.8311,2.8626
2021-08-05,204.9038,207.2327,203.3246,206.2732,21143500,197.8853,194.4731,3.4121,2.9725
2021-08-06,205.1437,205.6035,202.0052,203.5645,17849700,198.7590,195.1466,3.6124,3.1005
2021-08-9,204.3641,204.9838,201.3355,202.8548,14644300,199.3891,195.7176,3.6716,3.2147
2021-08-10,203.1247,204.2042,198.2570,199.2665,17923800,199.3703,195.9804,3.3898,3.2497
2021-08-11,200.3360,200.3960,194.2089,196.8976,18592500,198.9899,196.0484,2.9415,3.1881
2021-08-12,198.6068,200.1960,196.1080,198.9566,15165200,198.9847,196.2638,2.7209,3.0947
2021-08-13,198.9566,202.0452,198.4169,201.7853,18306300,199.4156,196.6728,2.7428,3.0243
2021-08-16,201.2556,202.7748,194.4388,199.4064,21087600,199.4142,196.8753,2.5389,2.9272
2021-08-17,196.7577,197.6073,192.5796,194.4887,20458500,198.6564,196.6985,1.9579,2.7333
2021-08-18,194.9085,196.2479,189.9109,190.3107,28591300,197.3725,196.2253,1.1471,2.4161
2021-08-19,194.8486,204.8539,187.5320,197.8871,76655500,197.4516,196.3484,1.1032,2.1535
2021-08-20,199.8162,208.5521,199.2365,208.0624,67574100,199.0841,197.2161,1.8679,2.0964
2021-08-23,209.6117,219.8668,209.4017,219.4770,57580700,202.2214,198.8651,3.3564,2.3484
2021-08-24,217.4280,219.4870,215.2490,217.8278,29729900,204.6224,200.2697,4.3527,2.7493
2021-08-25,217.2680,224.5946,217.1181,222.0258,34770100,207.2999,201.8813,5.4186,3.2831
2021-08-26,221.8959,223.2952,217.7978,220.5765,23794000,209.3424,203.2661,6.0763,3.8418
2021-08-27,221.7359,227.1134,221.5660,226.2538,30472200,211.9442,204.9689,6.9753,4.4685
2021-08-30,228.1929,230.3219,225.4042,226.7736,26258000,214.2256,206.5841,7.6415,5.1031
2021-08-31,226.8836,226.8836,221.1352,223.7845,25985000,215.6962,207.8582,7.8380,5.6501
2021-09-01,224.7842,226.9035,223.5045,224.3443,20176700,217.0267,209.0794,7.9473,6.1095
2021-09-02,225.1141,225.8638,222.8847,223.8944,18783400,218.0833,210.1768,7.9065,6.4689
2021-09-03,223.1846,229.7927,221.9350,228.3631,28053200,219.6648,211.5239,8.1409,6.8033
2021-09-07,228.2632,228.9230,225.1541,226.5536,19810700,220.7246,212.6372,8.0874,7.0601
2021-09-08,225.0641,226.0338,219.7057,223.3246,25443400,221.1246,213.4289,7.6957,7.1872
2021-09-9,223.0547,225.3140,221.2452,221.7051,19685600,221.2139,214.0419,7.1720,7.1842
2021-09-10,223.4146,226.1938,222.6348,224.7142,24837600,221.7524,214.8325,6.9199,7.1313
2021-09-13,226.7736,229.5728,218.5160,221.4552,29750000,221.7067,215.3230,6.3836,6.9818
2021-09-14,222.6848,224.0344,220.7953,222.3549,19975500,221.8064,215.8439,5.9625,6.7779
2021-09-15,223.0247,223.6045,219.5957,223.3446,16653800,222.0430,216.3995,5.6435,6.5510
2021-09-16,221.7651,222.7048,219.2058,222.3549,15603300,222.0910,216.8407,5.2504,6.2909
2021-09-17,222.9347,223.1447,218.2361,218.9359,29450300,221.6056,216.9959,4.6097,5.9547
2021-09-20,211.3981,214.2673,206.5595,211.0682,34944000,219.9845,216.5568,3.4277,5.4493
2021-09-21,214.1073,214.1873,209.4387,212.3978,20468800,218.8173,216.2487,2.5686,4.8731
2021-09-22,213.5975,219.5357,211.8980,219.3458,26872600,218.8986,216.4781,2.4205,4.3826
2021-09-23,221.3352,225.2840,218.8359,224.7542,24855500,219.7995,217.0912,2.7083,4.0477
2021-09-24,220.6354,221.4252,218.5460,220.7453,21765500,219.9450,217.3618,2.5831,3.7548
2021-09-27,217.0364,217.9262,213.1876,216.5366,24521500,219.4206,217.3007,2.1199,3.4278
2021-09-28,212.0779,214.1273,206.4495,206.9294,34306900,217.4989,216.5325,0.9664,2.9356
2021-09-29,209.3387,210.1085,204.6101,205.1099,21839400,215.5929,215.6864,-0.0935,2.3298
2021-09-30,207.6192,210.5983,206.8194,207.0994,22100900,214.2862,215.0503,-0.7641,1.7110
2021-10-01,207.4393,208.5289,201.9709,207.3593,24097800,213.2205,214.4806,-1.2601,1.1168
2021-10-04,204.9800,205.3599,195.4928,197.2622,34563500,210.7654,213.2051,-2.4397,0.4055
2021-10-05,199.4416,206.4195,198.4819,204.4501,27928200,209.7938,212.5566,-2.7628,-0.2282
2021-10-06,201.1411,207.1393,200.7412,206.9394,29720200,209.3547,212.1405,-2.7859,-0.7397
2021-10-07,210.8582,213.1576,209.6586,210.6883,25691900,209.5598,212.0330,-2.4731,-1.0864
2021-10-08,210.9482,211.9979,207.6892,208.2490,15125800,209.3582,211.7527,-2.3945,-1.3480
2021-10-11,205.6898,210.5684,205.0500,206.8894,16338800,208.9784,211.3924,-2.4141,-1.5612
2021-10-12,208.2190,210.5084,205.2199,206.6495,16213400,208.6201,211.0411,-2.4210,-1.7332
2021-10-13,209.1188,209.8386,207.0694,209.3287,18065200,208.7291,210.9143,-2.1852,-1.8236
2021-10-14,212.8177,217.4863,211.1582,217.3963,24358900,210.0625,211.3944,-1.3319,-1.7252
2021-10-15,218.0362,219.2458,216.5566,218.5560,22699400,211.3692,211.9249,-0.5557,-1.4913
2021-10-18,217.4263,222.8447,216.3766,222.1549,18949400,213.0286,212.6827,0.3459,-1.1239
2021-10-19,222.6948,223.7245,220.3055,222.8347,16147300,214.5372,213.4347,1.1025,-0.6786
2021-10-20,222.9847,224.2643,219.7557,220.9653,14627600,215.5261,213.9925,1.5336,-0.2362
2021-10-21,220.9053,227.0435,220.7653,226.8536,18759000,217.2688,214.9452,2.3236,0.2758
2021-10-22,228.1632,231.2323,225.5440,227.1935,24938400,218.7957,215.8525,2.9432,0.8093
2021-10-25,229.6627,233.4816,227.6333,231.5922,23023500,220.7644,217.0184,3.7460,1.3966
2021-10-26,239.8198,252.5161,239.1700,247.0976,48589800,224.8156,219.2465,5.5692,2.2311
2021-10-27,244.6684,250.8265,242.7489,244.4384,24599000,227.8345,221.1125,6.7220,3.1293
2021-10-28,248.7072,249.4270,245.1582,249.3370,23420400,231.1426,223.2032,7.9394,4.0913
2021-10-29,249.9368,257.0147,249.9268,255.5952,29250300,234.9045,225.6026,9.3019,5.1334
2021-11-01,256.4149,258.8642,252.1962,258.1944,26574000,238.4876,228.0168,10.4708,6.2009
2021-11-02,258.1444,266.7019,257.9245,263.9327,29411200,242.4022,230.6773,11.7250,7.3057
2021-11-03,266.6219,267.7616,262.2732,265.9021,23991000,246.0176,233.2865,12.7311,8.3908
2021-11-04,272.2103,313.5582,271.1006,297.9228,115363100,254.0030,238.0744,15.9286,9.8984
2021-11-05,301.7816,313.9080,294.0139,297.4329,85126000,260.6845,242.4713,18.2132,11.5613
2021-11-08,301.4017,310.9090,298.9825,307.9498,50310100,267.9561,247.3216,20.6345,13.3760
2021-11-9,322.7255,323.0054,299.5523,306.4803,64674600,273.8829,251.7037,22.1792,15.1366
2021-11-10,293.4741,308.4097,287.6957,294.5038,63620600,277.0553,254.8741,22.1813,16.5455
2021-11-11,304.5908,305.8104,297.6828,303.8110,33217200,281.1716,258.4990,22.6726,17.7709
2021-11-12,300.0122,306.7102,296.2133,303.8110,41305400,284.6546,261.8555,22.7991,18.7766
2021-11-15,305.4305,306.3503,292.3844,300.1621,38490900,287.0404,264.6930,22.3474,19.4907
2021-11-16,297.5029,303.8110,296.9730,301.9416,26448400,289.3328,267.4522,21.8807,19.9687
2021-11-17,304.0909,305.0007,287.9157,292.5243,42850800,289.8238,269.3094,20.5145,20.0779
2021-11-18,323.5752,327.5041,313.1183,316.6573,78171100,293.9521,272.8166,21.1355,20.2894
2021-11-19,322.3356,330.7831,318.9566,329.7534,53386700,299.4600,277.0341,22.4258,20.7167
2021-11-22,335.0719,346.3686,318.9066,319.4664,75433500,302.5379,280.1773,22.3606,21.0455
2021-11-23,315.2577,323.5053,308.7096,317.3670,53216300,304.8193,282.9321,21.8872,21.2138
2021-11-24,314.5179,328.4538,309.1894,326.6443,43516200,308.1770,286.1700,22.0070,21.3724
2021-11-26,325.9046,327.0042,313.4082,314.9378,28306900,309.2171,288.3010,20.9161,21.2812
2021-11-29,323.5652,334.0222,320.2662,333.6623,45496400,312.9779,291.6611,21.3168,21.2883
2021-11-30,331.5929,333.4323,318.5467,326.6643,62206600,315.0835,294.2539,20.8296,21.1966
2021-12-01,332.1334,332.8333,313.7465,314.2964,48436800,314.9624,295.7385,19.2239,20.8020
